duration_days,radiation,shielding,exercise,dna_damage,mitochondrial_stress,immune_dysfunction,inflammation,senescence
45,high,high,medium,20.4,37.9,24.2,27.7,15.8
403,low,medium,low,43.4,65.5,48.0,44.2,37.2
234,low,high,high,13.1,22.3,10.8,9.0,16.0
310,medium,medium,high,47.2,41.0,22.3,21.1,37.3
695,medium,low,medium,100.0,97.6,65.0,59.2,79.2
596,high,medium,high,96.5,82.4,48.9,45.8,73.7
419,low,low,medium,55.3,57.3,39.2,35.1,43.7
408,high,high,high,64.0,62.1,35.4,34.5,50.7
576,low,low,high,74.1,59.2,35.5,29.6,58.8
479,medium,high,low,57.5,84.2,59.5,56.2,48.5
542,high,high,medium,80.0,91.5,60.0,57.5,63.5
192,low,low,medium,28.0,32.7,22.8,21.5,21.9
328,medium,medium,medium,49.4,57.9,38.6,37.2,39.0
230,high,low,high,62.6,42.8,22.6,23.8,43.6
327,high,high,low,54.2,78.3,54.5,54.6,42.9
459,low,high,medium,40.1,61.6,42.0,37.5,37.6
141,high,low,medium,51.9,48.2,31.2,33.5,35.0
37,low,high,medium,0.0,16.0,11.7,12.2,0.0
327,low,low,high,44.2,32.3,17.5,14.6,34.9
461,low,low,high,60.3,46.8,27.2,22.7,47.8
124,high,medium,medium,39.9,46.4,29.9,32.4,28.4
130,low,medium,high,10.6,11.0,3.4,2.8,11.0
264,medium,medium,medium,41.7,51.0,34.0,33.3,32.8
210,low,medium,medium,20.2,34.7,24.1,22.6,18.7
532,low,medium,high,58.8,54.5,32.3,26.9,49.6
249,medium,high,high,29.9,34.4,17.9,17.4,26.4
224,medium,low,high,46.9,31.7,16.1,15.9,34.0
524,high,low,high,97.9,74.6,43.7,41.4,71.8
409,medium,medium,medium,59.1,66.7,44.4,42.0,46.8
263,medium,high,high,31.6,35.9,18.9,18.3,27.7
42,high,high,medium,20.0,37.5,24.0,27.5,15.5
269,low,medium,low,27.3,51.1,38.4,36.1,24.3
38,low,high,low,0.0,26.1,21.7,22.3,0.0
187,high,high,low,37.4,63.2,44.5,46.2,29.5
519,high,high,low,77.3,99.1,68.4,66.1,61.3
548,low,high,medium,50.8,71.2,48.5,42.9,46.1
517,medium,medium,high,72.0,63.3,37.2,33.5,57.1
377,high,low,medium,80.2,73.7,48.1,47.6,57.7
325,medium,high,medium,39.0,57.6,38.4,37.0,33.7
705,high,low,high,100.0,94.1,56.8,52.3,89.2
534,high,high,high,79.1,75.7,44.4,42.0,62.8
238,high,low,medium,63.6,58.7,38.1,39.3,44.3
628,high,high,low,90.4,100.0,76.2,72.7,71.8
438,high,low,high,87.6,65.3,37.5,36.3,63.5
290,low,low,medium,39.8,43.3,29.9,27.4,31.3
586,low,low,medium,75.3,75.3,51.2,45.2,59.8
469,medium,medium,low,66.3,83.2,58.8,55.6,52.5
493,high,low,low,94.2,96.2,66.5,64.6,68.8
548,medium,high,low,65.8,91.7,64.5,60.4,55.1
477,low,high,medium,42.2,63.5,43.3,38.6,39.3
256,high,medium,high,55.7,45.6,24.4,25.4,41.1
210,medium,high,low,25.2,55.2,40.1,40.1,22.7
183,high,high,medium,37.0,52.8,34.2,36.0,29.1
418,high,medium,low,75.2,88.1,61.1,60.1,56.6
341,high,high,high,55.9,54.8,30.6,30.5,44.2
684,high,low,medium,100.0,100.0,70.2,66.0,87.2
337,low,low,high,45.4,33.4,18.3,15.2,35.9
443,high,high,low,68.2,90.8,62.9,61.6,54.0
721,medium,low,low,100.0,100.0,76.9,70.8,81.7
240,medium,low,low,48.8,58.4,42.3,41.9,35.5
258,high,medium,low,56.0,70.9,49.6,50.5,41.3
468,high,medium,low,81.2,93.5,64.7,63.1,61.4
83,low,medium,low,5.0,31.0,25.0,25.0,6.5
582,high,low,low,100.0,100.0,72.9,69.9,77.4
102,low,low,low,17.2,33.0,26.3,26.1,13.3
247,low,high,high,14.6,23.7,11.8,9.8,17.2
263,low,low,medium,36.6,40.4,27.9,25.8,28.7
458,medium,low,low,75.0,82.0,58.0,55.0,56.5
325,medium,medium,high,49.0,42.6,23.4,22.0,38.7
222,medium,medium,high,36.6,31.5,16.0,15.8,28.8
329,high,low,low,74.5,78.5,54.7,54.7,53.1
697,high,high,medium,98.6,100.0,71.2,66.8,78.4
276,high,low,high,68.1,47.8,25.9,26.6,48.0
85,medium,medium,low,20.2,41.7,31.1,32.6,15.7
327,high,high,medium,54.2,68.3,44.5,44.6,42.9
715,medium,low,low,100.0,100.0,76.5,70.4,81.1
368,high,low,low,79.2,82.7,57.5,57.1,56.8
86,low,medium,medium,5.3,21.3,15.2,15.2,6.8
296,high,medium,medium,60.5,65.0,42.3,42.8,44.9
159,high,high,medium,34.1,50.2,32.4,34.5,26.8
207,high,medium,low,49.8,65.4,45.9,47.4,36.4
104,medium,high,medium,12.5,33.7,22.5,23.7,12.5
578,low,low,high,74.4,59.4,35.6,29.7,59.0
143,medium,low,low,37.2,47.9,35.3,36.1,26.2
659,low,low,high,84.1,68.2,41.4,34.5,66.8
114,low,low,low,18.7,34.3,27.2,26.8,14.4
573,medium,medium,low,78.8,94.4,66.3,61.9,62.5
40,high,medium,low,29.8,47.3,33.9,37.4,20.3
452,high,high,low,69.2,91.8,63.5,62.1,54.9
563,medium,high,high,67.6,68.3,40.5,36.3,56.5
615,high,medium,low,98.8,100.0,75.3,71.9,75.5
556,low,medium,high,61.7,57.0,34.0,28.4,51.9
507,high,medium,medium,85.8,87.8,57.5,55.4,65.2
239,medium,medium,medium,38.7,48.3,32.2,31.8,30.4
405,low,low,low,53.6,65.7,48.2,44.3,42.4
277,medium,medium,high,43.2,37.4,19.9,19.1,34.1
409,high,medium,high,74.1,62.2,35.4,34.5,55.8
718,low,high,low,71.2,99.5,70.7,63.1,62.4
646,high,high,medium,92.5,100.0,67.5,63.8,73.5
557,low,medium,high,61.8,57.2,34.1,28.4,52.0
673,low,medium,medium,75.8,84.7,57.5,50.4,63.1
448,high,medium,high,78.8,66.4,38.3,36.9,59.5
295,high,medium,low,60.4,74.9,52.2,52.7,44.8
332,low,low,low,44.8,57.9,42.9,39.9,35.4
621,high,low,medium,100.0,100.0,65.7,62.3,81.1
593,high,low,medium,100.0,97.0,63.7,60.6,78.4
170,low,high,medium,5.4,30.4,21.2,20.2,9.8
281,high,low,high,68.7,48.3,26.2,26.9,48.5
647,high,high,low,92.6,100.0,77.6,73.8,73.6
149,high,high,high,32.9,34.1,16.7,18.9,25.8
278,high,medium,medium,58.4,63.0,41.0,41.7,43.2
472,high,medium,high,81.6,69.0,40.0,38.3,61.8
389,medium,high,high,46.7,49.5,28.0,25.8,39.8
659,high,low,low,100.0,100.0,78.4,74.5,84.8
357,medium,high,high,42.8,46.1,25.7,23.9,36.8
563,medium,medium,low,77.6,93.3,65.5,61.3,61.5
62,medium,high,low,7.4,39.2,29.5,31.2,8.5
82,low,medium,low,4.8,30.9,24.9,24.9,6.4
383,high,high,high,61.0,59.4,33.6,33.0,48.3
62,high,low,high,42.4,24.7,10.5,13.7,27.5
70,medium,high,medium,8.4,30.1,20.0,21.7,9.2
539,low,low,medium,69.7,70.2,47.8,42.3,55.2
496,high,low,medium,94.5,86.6,56.7,54.8,69.1
93,medium,medium,low,21.2,42.5,31.7,33.1,16.4
240,low,low,high,33.8,22.9,11.3,9.4,26.5
449,medium,medium,medium,63.9,71.0,47.3,44.4,50.6
370,medium,medium,low,54.4,72.5,51.6,49.7,43.0
538,low,low,medium,69.6,70.1,47.7,42.3,55.1
130,high,medium,high,40.6,32.0,15.4,17.8,29.0
656,medium,medium,low,88.7,100.0,72.2,66.9,70.5
236,low,high,high,13.3,22.5,11.0,9.2,16.2
205,medium,medium,low,34.6,54.6,39.8,39.8,27.2
685,low,low,medium,87.2,86.0,58.3,51.1,69.3
317,high,high,low,53.0,77.2,53.8,54.0,41.9
133,low,high,high,1.0,11.4,3.6,3.0,6.3
494,medium,low,high,79.3,60.9,35.6,32.1,59.9
401,high,high,medium,63.1,76.3,49.9,49.1,50.0
81,low,high,medium,0.0,20.7,14.8,14.9,1.3
352,low,high,medium,27.2,50.0,34.3,31.1,27.3
493,high,high,medium,74.2,86.2,56.5,54.6,58.8
100,low,low,high,17.0,7.8,1.2,1.0,13.1
729,low,medium,medium,82.5,90.7,61.5,53.7,68.5
425,low,high,medium,36.0,57.9,39.6,35.5,34.3
426,low,low,medium,56.1,58.0,39.7,35.6,44.4
643,medium,low,medium,97.2,91.9,61.3,56.1,74.2
53,medium,medium,low,16.4,38.2,28.8,30.7,12.6
645,high,high,high,92.4,87.7,52.4,48.7,73.4
314,high,medium,medium,62.7,66.9,43.6,43.8,46.6
283,high,medium,low,59.0,73.6,51.4,52.0,43.7
316,high,medium,high,62.9,52.1,28.8,29.0,46.8
528,low,medium,low,58.4,79.0,57.0,51.7,49.2
435,medium,medium,high,62.2,54.5,31.3,28.6,49.3
502,high,low,high,95.2,72.2,42.1,40.1,69.7
253,low,low,medium,35.4,39.3,27.2,25.2,27.8
178,high,medium,low,46.4,62.2,43.8,45.7,33.6
575,medium,high,low,69.0,94.6,66.4,62.0,57.7
360,low,high,low,28.2,60.9,44.9,41.6,28.1
169,medium,high,high,20.3,25.8,12.2,12.6,18.7
652,medium,low,high,98.2,77.9,46.9,41.6,75.1
394,low,medium,medium,42.3,54.6,37.4,33.6,36.3
323,medium,medium,low,48.8,67.4,48.3,46.9,38.5
346,high,medium,low,66.5,80.4,55.9,55.8,49.7
211,medium,high,high,25.3,30.3,15.2,15.2,22.8
566,low,medium,low,62.9,83.1,59.8,54.0,52.8
152,medium,low,medium,38.2,38.9,25.9,26.6,27.1
396,high,low,medium,82.5,75.8,49.5,48.8,59.5
548,low,medium,low,60.8,81.2,58.5,52.9,51.1
131,low,low,high,20.7,11.1,3.4,2.9,16.1
346,low,high,low,26.5,59.4,43.9,40.8,26.7
563,medium,high,medium,67.6,83.3,55.5,51.3,56.5
188,low,medium,medium,17.6,32.3,22.5,21.3,16.5
548,medium,low,low,85.8,91.7,64.5,60.4,65.1
440,high,high,low,67.8,90.5,62.7,61.4,53.7
726,low,low,high,92.1,75.4,46.3,38.6,73.2
472,high,medium,low,81.6,94.0,65.0,63.3,61.8
88,low,high,low,0.0,31.5,25.3,25.3,1.9
485,low,high,medium,43.2,64.4,43.9,39.1,40.1
335,low,medium,low,35.2,58.2,43.1,40.1,30.7
227,low,medium,low,22.2,46.5,35.3,33.6,20.3
128,medium,high,medium,15.4,36.3,24.2,25.2,14.8
120,medium,medium,medium,24.4,35.5,23.6,24.7,19.0
699,low,medium,low,78.9,97.5,69.3,61.9,65.6
397,low,low,high,52.6,39.9,22.6,18.8,41.6
371,low,medium,low,39.5,62.1,45.7,42.3,34.1
353,low,high,high,27.4,35.1,19.4,16.2,27.4
723,high,medium,low,100.0,100.0,83.1,78.4,85.9
149,high,low,high,52.9,34.1,16.7,18.9,35.8
330,low,medium,low,34.6,57.6,42.8,39.8,30.2
278,low,high,low,18.4,52.0,39.0,36.7,20.2
637,medium,medium,high,86.4,76.3,45.9,40.7,68.7
33,low,high,medium,0.0,15.6,11.4,12.0,0.0
380,high,high,high,60.6,59.0,33.4,32.8,48.0
383,medium,medium,high,56.0,48.9,27.6,25.5,44.3
712,medium,high,high,85.4,84.4,51.3,45.2,70.9
254,low,high,high,15.5,24.4,12.3,10.2,17.9
65,high,medium,medium,32.8,40.0,25.7,28.9,22.7
442,high,medium,low,78.0,90.7,62.8,61.5,58.9
516,high,medium,high,86.9,73.7,43.2,41.0,66.0
457,high,low,high,89.8,67.4,38.9,37.4,65.4
418,high,high,high,65.2,63.1,36.1,35.1,51.6
334,medium,low,high,60.1,43.6,24.0,22.5,44.6
223,high,low,low,61.8,67.1,47.1,48.4,42.9
240,low,low,medium,33.8,37.9,26.3,24.4,26.5
628,high,high,medium,90.4,100.0,66.2,62.7,71.8
495,medium,low,high,79.4,61.0,35.6,32.2,60.0
579,medium,low,high,89.5,70.0,41.7,37.2,68.1
240,high,low,low,63.8,68.9,48.3,49.4,44.5
521,medium,high,high,62.5,63.8,37.5,33.8,52.5
269,medium,low,high,52.3,36.6,19.4,18.6,38.3
227,high,medium,medium,52.2,57.5,37.3,38.6,38.3
45,medium,low,medium,25.4,27.4,18.2,20.2,16.8
681,medium,low,high,100.0,81.0,49.0,43.4,77.9
398,high,low,low,82.8,86.0,59.7,58.9,59.7
67,high,high,high,23.0,25.2,10.8,14.0,17.9
707,low,high,low,69.8,98.4,69.9,62.4,61.4
638,low,low,high,81.6,65.9,39.9,33.3,64.7
195,high,high,high,38.4,39.1,20.0,21.7,30.2
83,low,high,medium,0.0,21.0,15.0,15.0,1.5
685,low,low,high,87.2,71.0,43.3,36.1,69.3
696,medium,low,medium,100.0,97.7,65.1,59.3,79.3
279,medium,low,medium,53.5,52.6,35.1,34.2,39.3
567,low,high,low,53.0,83.2,59.8,54.0,47.9
68,low,high,low,0.0,29.3,23.9,24.1,0.0
516,high,high,high,76.9,73.7,43.2,41.0,61.0
363,high,high,low,58.6,82.2,57.1,56.8,46.3
509,medium,low,high,81.1,62.5,36.6,33.0,61.4
425,medium,high,low,51.0,78.4,55.6,53.0,43.3
438,medium,medium,medium,62.6,69.8,46.5,43.8,49.5
658,medium,high,medium,79.0,93.6,62.4,57.0,65.7
504,high,high,high,75.5,72.4,42.3,40.2,59.9
125,medium,medium,low,25.0,46.0,34.0,35.0,19.5
98,high,high,high,26.8,28.6,13.1,15.9,20.9
722,low,high,high,71.6,75.0,46.0,38.3,62.8
99,low,high,high,0.0,7.7,1.1,0.9,3.0
300,low,medium,low,31.0,54.4,40.6,38.0,27.3
655,low,high,high,63.6,67.7,41.2,34.3,56.4
366,high,medium,medium,68.9,72.5,47.4,47.0,51.6
282,low,high,high,18.8,27.5,14.3,11.9,20.6
712,low,high,low,70.4,98.9,70.3,62.7,61.9
618,medium,high,low,74.2,99.2,69.5,64.6,61.8
264,medium,low,medium,51.7,51.0,34.0,33.3,37.8
496,low,low,medium,64.5,65.6,44.7,39.8,51.1
642,high,high,low,92.0,100.0,77.2,73.5,73.1
494,high,medium,low,84.3,96.4,66.6,64.6,63.9
295,high,medium,low,60.4,74.9,52.2,52.7,44.8
679,low,medium,high,76.5,70.3,42.9,35.7,63.7
729,low,low,medium,92.5,90.7,61.5,53.7,73.5
42,high,high,high,20.0,22.5,9.0,12.5,15.5
455,high,low,medium,89.6,82.1,53.8,52.3,65.2
426,medium,high,medium,51.1,68.5,45.7,43.1,43.4
53,medium,medium,medium,16.4,28.2,18.8,20.7,12.6
596,high,medium,medium,96.5,97.4,63.9,60.8,73.7
130,medium,medium,medium,25.6,36.5,24.4,25.3,20.0
368,medium,low,high,64.2,47.2,26.5,24.6,47.8
200,medium,medium,low,34.0,54.1,39.4,39.5,26.7
149,high,low,medium,52.9,49.1,31.7,33.9,35.8
226,low,low,medium,32.1,36.4,25.3,23.6,25.2
555,low,medium,low,61.6,81.9,59.0,53.3,51.8
48,medium,low,high,25.8,12.7,3.5,5.4,17.1
235,high,low,low,63.2,68.4,47.9,49.1,44.1
435,low,high,medium,37.2,59.0,40.3,36.1,35.3
69,medium,high,low,8.3,40.0,30.0,31.6,9.1
588,medium,low,high,90.6,71.0,42.3,37.8,68.9
68,low,low,medium,13.2,19.3,13.9,14.1,10.0
609,high,low,medium,100.0,98.8,64.8,61.5,80.0
350,high,low,medium,77.0,70.8,46.2,46.0,55.1
368,medium,high,medium,44.2,62.2,41.5,39.6,37.8
341,medium,medium,high,50.9,44.3,24.6,23.0,40.2
93,high,high,low,26.2,53.0,37.7,40.6,20.4
285,low,high,medium,19.2,42.8,29.5,27.1,20.9
332,low,low,low,44.8,57.9,42.9,39.9,35.4
684,high,medium,medium,100.0,100.0,70.2,66.0,82.2
540,medium,high,high,64.8,65.8,38.9,34.9,54.3
448,high,medium,medium,78.8,81.4,53.3,51.9,59.5
346,medium,medium,low,51.5,69.9,49.9,48.3,40.7
74,medium,medium,low,18.9,40.5,30.3,31.9,14.6
656,low,high,low,63.7,92.8,66.2,59.4,56.5
252,low,medium,high,25.2,24.2,12.1,10.1,22.7
304,medium,medium,high,46.5,40.3,21.9,20.7,36.7
601,high,high,high,87.1,82.9,49.3,46.1,69.2
590,low,low,low,75.8,85.7,61.5,55.4,60.1
495,high,low,high,94.4,71.5,41.6,39.7,69.0
641,medium,medium,high,86.9,76.7,46.2,41.0,69.0
411,low,high,high,34.3,41.4,23.6,19.7,33.0
312,low,high,low,22.4,55.7,41.5,38.7,23.5
428,high,low,medium,86.4,79.2,51.8,50.7,62.6
152,medium,low,high,38.2,23.9,10.9,11.6,27.1
592,medium,low,high,91.0,71.4,42.6,38.0,69.3
403,medium,medium,high,58.4,51.0,29.0,26.7,46.2
406,high,medium,high,73.7,61.8,35.2,34.4,55.5
280,low,high,high,18.6,27.2,14.2,11.8,20.4
74,low,high,high,0.0,5.0,0.0,0.0,0.6
64,low,low,low,12.7,28.9,23.6,23.8,9.6
534,high,low,low,99.1,100.0,69.4,67.0,72.8
45,high,high,low,20.4,47.9,34.2,37.7,15.8
134,high,high,low,31.1,57.5,40.6,43.0,24.4
181,medium,high,high,21.7,27.0,13.0,13.4,19.9
55,low,medium,low,1.6,27.9,23.0,23.3,3.8
585,high,high,high,85.2,81.2,48.1,45.1,67.7
139,low,medium,low,11.7,37.0,29.0,28.3,11.8
202,high,high,high,39.2,39.8,20.5,22.1,30.9
204,medium,medium,low,34.5,54.5,39.7,39.7,27.1
622,high,medium,low,99.6,100.0,75.8,72.3,76.2
183,high,medium,medium,47.0,52.8,34.2,36.0,34.1
688,high,high,high,97.6,92.3,55.5,51.3,77.5
48,low,low,medium,10.8,17.2,12.5,12.9,8.1
385,high,high,low,61.2,84.6,58.7,58.1,48.5
690,medium,high,low,82.8,100.0,74.7,68.9,68.7
725,low,medium,low,82.0,100.0,71.2,63.5,68.1
635,low,medium,medium,71.2,80.6,54.7,48.1,59.5
540,medium,high,high,64.8,65.8,38.9,34.9,54.3
73,high,low,medium,43.8,40.9,26.3,29.4,28.5
511,medium,high,low,61.3,87.7,61.8,58.2,51.6
343,high,medium,medium,66.2,70.0,45.7,45.6,49.4
117,low,medium,low,9.0,34.6,27.4,27.0,9.7
403,high,low,high,83.4,61.5,35.0,34.2,60.2
554,low,medium,high,61.5,56.8,33.9,28.2,51.7
594,medium,low,low,91.3,96.7,67.8,63.1,69.5
612,medium,high,high,73.4,73.6,44.1,39.2,61.3
231,high,low,medium,62.7,57.9,37.6,38.9,43.7
340,medium,low,high,60.8,44.2,24.5,22.9,45.1
483,medium,high,high,58.0,59.7,34.8,31.5,48.9
65,medium,high,high,7.8,14.5,4.7,6.4,8.7
484,low,low,low,63.1,74.3,53.8,49.0,50.0
645,low,high,medium,62.4,81.7,55.4,48.7,55.4
72,low,high,high,0.0,4.8,0.0,0.0,0.4
91,low,high,high,0.0,6.8,0.6,0.5,2.2
235,high,high,high,43.2,43.4,22.9,24.1,34.1
613,low,low,medium,78.6,78.2,53.1,46.8,62.3
420,low,medium,high,45.4,42.4,24.2,20.2,38.8
371,low,medium,high,39.5,37.1,20.7,17.3,34.1
117,high,high,low,29.0,55.6,39.4,42.0,22.7
498,medium,high,high,59.8,61.3,35.9,32.4,50.3
565,high,medium,medium,92.8,94.0,61.7,58.9,70.7
283,high,medium,high,59.0,48.6,26.4,27.0,43.7
159,low,medium,high,14.1,14.2,5.4,4.5,13.8
297,low,high,low,20.6,54.1,40.4,37.8,22.0
477,high,medium,high,82.2,69.5,40.3,38.6,62.3
154,high,high,low,33.5,59.6,42.1,44.2,26.3
445,medium,high,high,53.4,55.6,32.0,29.2,45.2
99,high,low,medium,46.9,43.7,28.1,30.9,31.0
293,medium,high,medium,35.2,54.1,36.1,35.1,30.6
713,low,medium,medium,80.6,89.0,60.3,52.8,66.9
375,medium,low,medium,65.0,63.0,42.0,40.0,48.5
613,high,high,high,88.6,84.2,50.1,46.8,70.3
110,high,medium,medium,38.2,44.9,28.9,31.6,27.1
120,medium,low,medium,34.4,35.5,23.6,24.7,24.0
596,high,high,medium,86.5,97.4,63.9,60.8,68.7
279,low,high,medium,18.5,42.1,29.1,26.7,20.3
295,high,low,low,70.4,74.9,52.2,52.7,49.8
221,medium,medium,medium,36.5,46.4,30.9,30.8,28.7
336,low,medium,low,35.3,58.3,43.2,40.2,30.8
415,medium,low,low,69.8,77.3,54.9,52.4,52.3
194,medium,medium,medium,33.3,43.5,29.0,29.1,26.1
131,medium,high,medium,15.7,36.6,24.4,25.4,15.1
82,low,medium,high,4.8,5.9,0.0,0.0,6.4
234,low,medium,medium,23.1,37.3,25.8,24.0,21.0
345,medium,medium,medium,51.4,59.8,39.8,38.2,40.6
669,high,low,low,100.0,100.0,79.2,75.1,85.7
170,low,medium,low,15.4,40.4,31.2,30.2,14.8
665,low,low,medium,84.8,83.8,56.9,49.9,67.3
286,medium,high,low,34.3,63.4,45.6,44.7,30.0
721,low,high,high,71.5,74.9,45.9,38.3,62.7
691,high,medium,high,100.0,92.6,55.8,51.5,82.8
135,medium,high,low,16.2,47.1,34.7,35.6,15.5
275,high,high,low,48.0,72.7,50.8,51.5,37.9
51,low,low,low,11.1,27.5,22.7,23.1,8.4
426,medium,low,medium,71.1,68.5,45.7,43.1,53.4
671,medium,medium,low,90.5,100.0,73.3,67.8,71.9
166,high,high,medium,34.9,50.9,33.0,35.0,27.4
82,high,medium,low,34.8,51.9,36.9,39.9,24.4
646,high,high,high,92.5,87.8,52.5,48.8,73.5
143,medium,medium,medium,27.2,37.9,25.3,26.1,21.2
485,medium,medium,high,68.2,59.9,34.9,31.6,54.1
358,medium,high,low,43.0,71.2,50.8,49.0,36.9
645,medium,low,low,97.4,100.0,71.4,66.2,74.4
443,medium,low,medium,73.2,70.3,46.9,44.1,55.0
260,medium,medium,low,41.2,60.6,43.7,43.1,32.5
345,high,medium,medium,66.4,70.3,45.8,45.7,49.6
197,low,low,high,28.6,18.3,8.2,6.8,22.4
279,high,high,low,48.5,73.1,51.1,51.7,38.3
44,low,medium,medium,0.3,16.8,12.2,12.6,2.7
142,low,low,low,22.0,37.3,29.2,28.5,17.1
248,medium,high,medium,29.8,49.3,32.9,32.4,26.3
358,low,medium,medium,38.0,50.7,34.8,31.5,32.9
130,medium,low,medium,35.6,36.5,24.4,25.3,25.0
652,high,low,medium,100.0,100.0,67.9,64.1,84.1
270,high,high,medium,47.4,62.2,40.4,41.2,37.4
46,high,low,high,40.5,23.0,9.3,12.8,25.9
316,medium,low,high,57.9,41.6,22.8,21.5,42.8
576,low,low,high,74.1,59.2,35.5,29.6,58.8
703,high,high,medium,99.4,100.0,71.6,67.2,79.0
192,medium,high,low,23.0,53.2,38.8,39.0,20.9
290,low,high,medium,19.8,43.3,29.9,27.4,21.3
543,high,high,medium,80.2,91.6,60.1,57.6,63.6
54,high,medium,high,31.5,23.8,9.9,13.2,21.7
118,high,medium,high,39.2,30.7,14.5,17.1,27.8
251,medium,low,low,50.1,59.6,43.1,42.6,36.6
378,high,medium,high,70.4,58.8,33.2,32.7,52.8
720,medium,medium,high,96.4,85.3,51.8,45.7,76.6
42,medium,low,low,25.0,37.0,28.0,30.0,16.5
414,high,medium,medium,74.7,77.7,50.8,49.8,56.2
636,low,high,medium,61.3,80.7,54.8,48.2,54.6
199,high,low,high,58.9,39.5,20.3,21.9,40.6
527,medium,high,medium,63.2,79.4,52.9,49.1,53.1
729,high,medium,high,100.0,96.7,58.5,53.7,86.5
309,medium,medium,low,47.1,65.9,47.2,46.0,37.2
130,medium,high,medium,15.6,36.5,24.4,25.3,15.0
225,medium,low,low,47.0,56.8,41.2,41.0,34.1
150,low,low,high,23.0,13.2,4.8,4.0,17.9
423,low,high,low,35.8,67.7,49.5,45.4,34.1
85,low,high,medium,0.0,21.2,15.1,15.1,1.7
437,medium,high,low,52.4,79.7,56.5,53.7,44.5
498,medium,medium,high,69.8,61.3,35.9,32.4,55.3
316,low,high,high,22.9,31.1,16.8,14.0,23.8
391,medium,low,low,66.9,74.7,53.2,51.0,50.0
126,low,medium,medium,10.1,25.6,18.1,17.6,10.6
606,medium,high,high,72.7,72.9,43.6,38.9,60.7
170,medium,high,high,20.4,25.9,12.2,12.7,18.8
196,medium,medium,high,33.5,28.7,14.1,14.3,26.3
430,high,low,high,86.6,64.4,37.0,35.8,62.8
158,low,high,medium,4.0,29.1,20.4,19.5,8.7
61,high,medium,high,32.3,24.6,10.4,13.7,22.4
273,high,medium,high,57.8,47.5,25.7,26.4,42.7
205,low,high,low,9.6,44.1,33.8,32.3,13.2
561,high,low,medium,100.0,93.6,61.4,58.7,75.4
320,low,high,medium,23.4,46.6,32.0,29.2,24.2
649,low,low,medium,82.9,82.1,55.7,48.9,65.8
238,high,medium,high,53.6,43.7,23.1,24.3,39.3
84,high,medium,medium,35.1,42.1,27.0,30.0,24.6
343,medium,low,high,61.2,44.5,24.7,23.1,45.4
545,medium,low,high,85.4,66.4,39.2,35.2,64.8
306,high,low,medium,71.7,66.0,43.0,43.4,50.9
427,medium,low,high,71.2,53.6,30.7,28.1,53.5
226,high,low,low,62.1,67.4,47.3,48.6,43.2
713,medium,medium,high,95.6,84.5,51.3,45.3,75.9
295,high,medium,low,60.4,74.9,52.2,52.7,44.8
565,high,high,low,82.8,100.0,71.7,68.9,65.7
160,high,low,high,54.2,35.3,17.5,19.6,36.9
346,high,high,medium,56.5,70.4,45.9,45.8,44.7
292,high,high,medium,50.0,64.5,42.0,42.5,39.5
327,high,high,medium,54.2,68.3,44.5,44.6,42.9
493,medium,high,high,59.2,60.7,35.5,32.1,49.8
175,high,high,low,36.0,61.9,43.6,45.5,28.3
218,high,low,high,61.2,41.5,21.7,23.1,42.4
65,low,medium,medium,2.8,19.0,13.7,13.9,4.7
323,low,medium,high,33.8,31.9,17.3,14.4,29.5
312,low,high,medium,22.4,45.7,31.5,28.7,23.5
197,medium,medium,high,33.6,28.8,14.2,14.3,26.4
657,medium,medium,high,88.8,78.5,47.3,41.9,70.6
461,medium,high,low,55.3,82.3,58.2,55.2,46.8
226,high,high,low,42.1,67.4,47.3,48.6,33.2
317,low,low,low,43.0,56.2,41.8,39.0,33.9
125,medium,low,high,35.0,21.0,9.0,10.0,24.5
337,medium,low,low,60.4,68.9,49.3,47.7,44.9
59,medium,high,high,7.1,13.9,4.2,6.0,8.2
439,high,medium,high,77.7,65.4,37.6,36.3,58.6
571,medium,low,high,88.5,69.2,41.1,36.8,67.3
342,medium,low,high,61.0,44.4,24.6,23.0,45.3
670,medium,low,medium,100.0,94.9,63.2,57.7,76.8
398,low,medium,medium,42.8,55.0,37.7,33.9,36.7
355,high,high,low,57.6,81.3,56.6,56.3,45.6
573,low,high,medium,53.8,73.9,50.3,44.4,48.5
174,low,low,high,25.9,15.8,6.5,5.4,20.2
654,low,high,medium,63.5,82.6,56.1,49.2,56.3
270,high,low,high,67.4,47.2,25.4,26.2,47.4
205,high,high,medium,39.6,55.1,35.8,37.3,31.2
687,medium,high,low,82.4,100.0,74.5,68.7,68.5
433,low,medium,low,47.0,68.8,50.2,46.0,40.1
156,low,medium,high,13.7,13.8,5.2,4.4,13.5
178,low,low,high,26.4,16.2,6.8,5.7,20.6
272,low,low,high,37.6,26.4,13.6,11.3,29.6
213,low,high,medium,10.6,35.0,24.3,22.8,13.9
295,low,low,medium,40.4,43.9,30.2,27.7,31.8
726,medium,high,low,87.1,100.0,77.3,71.1,72.2
375,high,medium,low,70.0,83.5,58.0,57.5,52.5
661,medium,low,low,99.3,100.0,72.6,67.2,76.0
61,high,medium,high,32.3,24.6,10.4,13.7,22.4
275,medium,low,low,53.0,62.2,44.8,44.0,38.9
368,medium,low,high,64.2,47.2,26.5,24.6,47.8
688,high,low,high,100.0,92.3,55.5,51.3,87.5
